,id,text,bias
987,988,"To develop a sense of humanity among the children is also a responsibility of a housewife . 
",2
988,989,"Enterprises The main purpose of organiser or producer is to gain profit in production but he may suffer loss due to various reasons and particularly due to uncertainties of future . 
",2
989,990,"The patient becomes unaware of his action or his behaviour towards others . 
",2
990,991,"Marx contended that philosophy must become a reality , for which man should transform the world . 
",2
991,992,"The easiest method to produce plants with the characteristics of mother plants is cutting or grafting . 
",2
992,993,"He wants to know the logical answers of these questions . 
",2
993,994,"III Landing : After clearing the cross bar and during land - ing into the soft pit or sand pit , the jumper has to place his right leg and right hand rst . 
",2
994,995,"With the help of science , man has developed various fields related to his life and means of livelihood . 
",2
995,996,"He can build large rooms, with upper storeys made of baked bricks, he can get large and small wells dug, he can plant trees and thorny bushes, if necessary, he can get canals constructed for irrigation. He should ensure that water is not wasted, and that embankments are built. 
",2
996,997,"He does research about how to breed new seeds of crops . 
",2
997,998,"The entrepreneur himself plans for the establishment of the business firm . 
",2
998,999,"Towards her eastern and western sides the earth does not have any specific boundary which can be taken as the end or border . 
",2
999,1000,"Digestive System of man MoRE To KNoW Food takes an average of hours to pass all the way through the digestive system . 
",2
1000,1001,"(iii) Characteristics or qualities of the population: What are their age, sex-composition, literacy levels, occupational structure and health conditions? 
",1
1001,1002,". How is an iron gate prevented from rusting? 
",1
1002,1003,"We find the number of moles of the given substance: 
",1
1003,1004,"Someday , erosion will cause the arches to collapse , but until that time , we can enjoy their spectacular beauty . 
",1
1004,1005,"c. washing soda does not form crystals . 
",1
1005,1006,"Four months back Mallaiah borrowed Rs. from Chandulal on condition that the paddy must be sold to him at the price fixed by him. Many small farmers borrowed money from Chandulal on similar terms. Hence they are forced to sell their produce to him at the rate fixed by him. So, instead of paying Mallaiah the amount due to him Chandulal deducted the amount borrowed along with the interest. Let us see how much Mallaiah finally got. 
",1
1006,1007,"Do people in your area conserve water? How? 
",1
1007,1008,"Why is separation of substances necessary in our daily life ? 
",1
1008,1009,"In this reaction manganese dioxide acts as a catalyst . 
",1
1009,1010,"We will keep the classroom and the school premises neat and clean . 
",1
1010,1011,"Specific Aim : Acquire new knowledge: your knowledge of the Life Sciences will grow this year as you acquire a new understanding of Life Sciences concepts, processes, phenomena, mechanisms, principles, theories, laws and models. You will see new connections between fields and topics, and learn to evaluate and analyse what you learn. 
",1
1011,1012,"The parts of all kinds of sewing machine are more or less same . 
",1
1012,1013,"Why is it Important to Separate Religion from the State? 
",1
1013,1014,"The skeletal system has many other functions besides helping in movements . 
",1
1014,1015,"Trunk : The middle part consisting of the vertebral column , and the ribs and their cartilage ' the thorax . 
",1
1015,1016,"If there is a difference, what is the reason for it? 
",1
1016,1017,"Conductors allow charge to move through them easily. 
",1
1017,1018,"a ) Holozoic Nutrition : In Greek Holo means whole and Zoikos means of animals . 
",1
1018,1019,"Then Ibrahim Adil Shah of Vijayapur captured Bidar . 
",1
1019,1020,"Judge : A judge passes judgment in courts . 
",1
1020,1021,"This chapter deals with one of the most difficult challenges faced by independent India poverty. After discussing this multi-dimensional problem through examples, the chapter discusses the way poverty is seen in social sciences. Poverty trends in India and the world are illustrated through the concept of the poverty line. Causes of poverty as well as anti-poverty measures taken by the government are also discussed. The chapter ends with broadening the official concept of poverty into human poverty. 
",1
1021,1022,"If he says solid , the players who stand near the cards of solids will be out . 
",1
1022,1023,"It's a special day today! Everyone's rushing to get to the Gram Sabha! Do you know why? Because the Gram Sabha is holding its first meeting after the election of the new Gram Panchayat. 
",1
1023,1024,"These hills are formed of the sandstone , shales and mud . 
",1
1024,1025,"Let's take a closer look at what happens inside a power station. Have a look at the following diagram. 
",1
1025,1026,"Also , aquatic plants do not grow there . 
",1
1026,1027,"How did the need for self-driven machines emerge in England? 
",1
1027,1028,"Adolescence is the period of reproductive maturity which lies usually between the ages of to years. 
",1
1028,1029,"The quantity used for energy consumption is the kilowatt-hour (kWh). kWh is the energy used if a W appliance is used for hour. 
",1
1029,1030,"Negative emotions may harm the physical and mental health of individuals when they are not expressed in an appropriate way . 
",1
1030,1031,"This means that the political system of tribes continued even during the time of Atharva Veda . 
",1
1031,1032,"The light rays from the stars pass through the atmosphere , in a zig - zag line and thus the stars appear to twinkle . 
",1
1032,1033,"A liquid 's force is acting over an area of m . 
",1
1033,1034,"the important pollutants are : Carbon dioxide , carbon monoxide , sulphur dioxide , nitrogen oxides , chlorofluorocarbons ( CFC ) , hydrocarbons etc. . 
",1
1034,1035,"How does heating or cooling a gas change its pressure? 
",1
1035,1036,"These observations suggest that a force applied on an object may change its speed. If the force applied on the object is in the direction of its motion, the speed of the object increases. If the force is applied in the direction opposite to the direction of motion, then it results in a decrease in the speed of the object. 
",1
1036,1037,"Explosive force: In some plants their seed capsules mature and then 'explode', shooting the small, light seeds far away from the parent plant. 
",1
1037,1038,"From the above discussion , it can be said that differences in plants and agricultural products is due to variation in climatic conditions in different regions . 
",1
1038,1039,"By the s, weavers faced a new problem. They could not get sufficient supply of raw cotton of good quality. When the American Civil War broke out and cotton supplies from the US were cut off, Britain turned to India. As raw cotton exports from India increased, the price of raw cotton shot up. Weavers in India were starved of supplies and forced to buy raw cotton at exorbitant prices. In this, situation weaving could not pay. 
",1
1039,1040,"We might be drinking the same water that a dinosaur drank long ago . 
",1
1040,1041,"Know this : Robert Boyle was the rst scientist to use the term element . 
",1
1041,1042,"Following branches come out from dorsal aorta : Coeliaco - mesenteric artery : From very near to the origin of the dorsal aorta , a branched artery comes out and after proceeding to some distance it becomes divided into two portions . 
",1
1042,1043,"Beavers have thick coats of fur with an oily covering , a layer of fat under the skin , and a special circulation system that helps keep them warm during summer and winter . 
",1
1043,1044,"Cereals - Cereals are the rich sources of calorie because they contain large amount of starch . 
",1
1044,1045,"As an universal solvent , it allows substances to dissolve in it . 
",1
1045,1046,"This means there are no ions to conduct electricity . 
",1
1046,1047,"The most important of them was the Sargeant Commission of . 
",1
1047,1048,"Reflection from a rough or irregular surface is called irregular reflection or diffused reflection (see figure ). Images are not clear in case of irregular reflection. In some cases we can t find the image at all. 
",1
1048,1049,"This thin membrane is called nictitating membrane . 
",1
1049,1050,"There are alternative sources of energy besides coal, to drive turbines, such as wind, hydropower, sun-heated steam, nuclear power and tidal energy. 
",1
1050,1051,"The band start as black patch and finally develop as band . 
",1
1051,1052,"The Government had to abandon the policy of Laissez-faire and was forced to enact factory laws to regulate the working conditions in the factories . 
",1
1052,1053,"The Pallavas were at the peak of glory in South Deccan . 
",1
1053,1054,"Have you seen an aquarium or do you have an aquarium in your house ? 
",1
1054,1055,"Can you identify the pressure groups functioning in the news clippings given here? What demand are they making? 
",1
1055,1056,"It increases the resistance power to fight diseases . 
",1
1056,1057,"To bear cell sap is the main function of vacuoles . 
",1
1057,1058,"It appears that there are three lions standing on the pillar . 
",1
1058,1059,"An example of a fuse. Can you see the low melting point wire inside?Different circuits need different strength currents and so we need different types of fuses. Some fuses can only handle a little bit of heat, some can handle a lot. We choose the fuse that suits the safety needs of our circuit. If the circuit overheats, the fuse will melt and break the circuit to reduce the danger of fire as well as protect electronic equipment. 
",1
1059,1060,". Which department issues the pollution under control certificate? 
",1
1060,1061,"EXERCISES I. Four alternatives are given to each of the following incomplete a. Zn and HCl c. CaCO and HCl statements / questions . 
",1
1061,1062,"The universalization of English education profited the Indians . 
",1
1062,1063,"EXERCISES I. Four alternatives are given to each of the following incomplete statements / questions . 
",1
1063,1064,"It is obvious from the picture that due to poverty , people suffering from hunger and thirst still have hope for getting food . 
",1
1064,1065,"If the universal soul fills the whole world, it fills me too. Who am I, but a part of the world? the beggar asked. 
",1
1065,1066,"of cross bar from begining to nish of the event . 
",1
1066,1067,"Most newspapers have an editorial page. On that page the newspaper publishes its own opinions about current affairs. The paper also publishes the views of other writers and intellectuals and letters written by the readers. Follow any one newspaper for one month and collect editorials, articles and letters on that page that have anything to do with democracy. Classify these into the following categories: 
",1
1067,1068,"Meharuli 's iron pillar and Vijayapura 's whispering Golgumbuz are the evidences of the maturity of then Science and Technical knowledge . 
",1
1068,1069,"Observe the figure- and list out the uses of coal products in the following table .You can collect more information by discussion with elders and with your friends. 
",1
1069,1070,"Make a list of the occasions on which a queue-system becomes necessary in the school or college . 
",1
1070,1071,"Do all these variations in a species have equal chances of surviving in the environment in which they find themselves? Obviously not. Depending on the nature of variations, different individuals would have different kinds of advantages. Bacteria that can withstand heat will survive better in a heat wave, as we have discussed earlier. Selection of variants by environmental factors forms the basis for evolutionary processes, as we will discuss in later sections. 
",1
1071,1072,"From Salima s observations, we surmise that there is a close relationship between height of land and the character of vegetations. With the change in height, the climate changes and that changes natural vegetation. The growth of vegetation depends on temperature and moisture. It also depends on factors like slope and thickness of soil. 
",1
1072,1073,"In a closed electric circuit, the electric current passes from one terminal of the electric cell to the other terminal. 
",1
1073,1074,"In such case one can loan from banks and counseling from the government livestock department . 
",1
1074,1075,"(ii) . number of He atoms (finding mole from number of particles). 
",1
1075,1076,"We can see electromagnetic train in Japan , China , France , Germany and America . 
",1
1076,1077,"E.g. Tallness Dwarfness - TT - tt Red flower White flower - RR - rrOne factor in each pair is received from the mother and the other from the father . 
",1
1077,1078,"to Poverty Reduce and Unemployment : Poverty is the result of lack of money to meet basic needs . 
",1
1078,1079,"Prepare a note on KSFE in your region after visiting it . 
",1
1079,1080,"This machine is run by electric power . 
",1
1080,1081,"Kunwar Sing Nana Saheb Consequences : Though the struggle failed , it created a long lasting effect . 
",1
1081,1082,"Further cooling of causes condensation resulting in orographic or mountain rainfall . 
",1
1082,1083,"Of these almost all are wood , straw , stubbles , dry cow dung etc . 
",1
1083,1084,"The stem is green , brownish grey or brown in colour . 
",1
1084,1085,"An elephant trumpets at Hz. Assuming the speed of sound in air is , calculate the wavelength of this infrasonic sound wave made by the elephant. 
",1
1085,1086,"In Chapter you learnt that plants take water and mineral nutrients from the soil through the roots and transport it to the leaves. The leaves prepare food for the plant, using water and carbon dioxide during photosynthesis. You also learnt in Chapter that food is the source of energy and every cell of an organism gets energy by the breakdown of glucose. The cells use this energy to carry out vital activities of life. Therefore food must be made available to every cell of an organism. Have you ever wondered how water and nutrients absorbed by the root are transported to the leaves? How is the food prepared by the leaves carried to the parts which cannot make food? 
",1
1086,1087,"Seasonal foods are fresh , natural and pure in taste and flavour . 
",1
1087,1088,"Why is the weight on the block being changed when the aim of the investigation is to find out how the normal force affects frictional force? 
",1
1088,1089,"e c n a t s D i e c n a t s D i e c n a t s D i e c n a t s D i Time ( a ) Time ( b ) Time ( c ) Time ( d ) ( a ) and ( d ) represent variable speed . 
",1
1089,1090,"Many jackfruit trees have been cultivated in Modhupur and Bhawal region . 
",1
1090,1091,"It is an effective method of prevention of soil erosion . 
",1
1091,1092,"We should never wring the woollen clothes to take out the water . 
",1
1092,1093,". What happens when two animals having similar habits share one ecosystem? AS ) 
",1
1093,1094,"It gives technical advice free of cost for setting up industrial plants in the country . 
",1
1094,1095,"One pair of eyes gives vision to TWO CORNEAL BLIND PEOPLE. 
",1
1095,1096,"But the average percentage of oxygen and silicon in rocks is 73 . 07 % 
",1
1096,1097,"Who among the following is praised during the practice of Suryanamaskara a. Moon d. Sun b. Planets c. Earth . 
",1
1097,1098,"These lines are known as the parallels of latitude and the meridians of longitude respectively . 
",1
1098,1099,"The lines of force of the magnet cut the coil . 
",1
1099,1100,"If ultraviolet radiation were not absorbed by ozone, it would reach the earth s surface and cause harm to us and other life forms. Ozone acts as a natural shield against this radiation. 
",1
1100,1101,"How did the Kalyan Chalukyas encourage literature ? 
",1
1101,1102,"And what is a tyre made of rubber ? 
",1
1102,1103,"The Naval Base of the Indian Navy is situated in Karwar which is Indian Navy Emblem known as the Sea-Bird . 
",1
1103,1104,"Uncle ! can you tell me how paddy is cultivated ? 
",1
1104,1105,". What is a constellation? Name any two constellations. 
",1
1105,1106,"Ukata is another of their traditional dresses made in imitation of Kimono . 
",1
1106,1107,"Exercises for the shoulders : Placing the ngers on the shoulders and rotating the arms . 
",1
1107,1108,"Balanced diets contain all types of food elements proportionately . 
",1
1108,1109,"(d) Why is the Earth called a unique planet? 
",1
1109,1110,"For example , nutrients enter into the roots of plants in solution . 
",1
1110,1111,"when yeast is added to the dough for preparing bread, the dough rises. This is due to the production of carbon dioxide gas during the process of fermentation. Bubbles of the gas fill the dough, increase its volume and make it spongy in nature. 
",1
1111,1112,"You will see that when water inside and outside the cylinder comes to the same level , the disc falls down spontaneously . 
",1
1112,1113,"Earthworms burrow into the soil as a result air and fertilizer easily enter the soil . 
",1
1113,1114,"Jordan has got roads , railways and airways . 
",1
1114,1115,"Uncle : No , Meera , I will be joining a team responsible for the launch of rockets . 
",1
1115,1116,"(density = mass/volume). Arrange the following in order of increasing density air, exhaust from chimneys, honey, water, chalk, cotton and iron. 
",1
1116,1117,"Consoling if we lose in the game . 
",1
1117,1118,"Mead, Margaret. , . (edition) Growing Up In Samoa. 
",1
1118,1119,"(c) AC generator will generate a higher voltage. 
",1
1119,1120,"Our dear pal ozone - oxygen , again - Puts up a valiant defence in vain . 
",1
1120,1121,"They have strong legs that are adapted for fast running . 
",1
1121,1122,"To use a dichotomous key to identify arthropods. 
",1
1122,1123,"Water pollution is caused by organic and inorganic industrial wastes and affluents discharged into rivers. The main culprits in this regard are paper, pulp, chemical, textile and dyeing, petroleum refineries, tanneries and electroplating industries that let out dyes, detergents, acids, salts and heavy metals like lead and mercury pesticides, fertilisers, synthetic chemicals with carbon, plastics and rubber, etc. into the water bodies. Fly ash, phospo- gypsum and iron and steel slags are the major solid wastes in India. 
",1
1123,1124,"Write about the post of ce that you have visited . 
",1
1124,1125,"hormone: chemical messengers that travel in the bloodstream to tissues and organs to affect many different reactions in the body. 
",1
1125,1126,"The founder of the Mughal dynasty was Babur . 
",1
1126,1127,"A drawing from the book Pickwick Abroad written by G.W.M. Reynolds. Minor nineteenth-century English novelists like Reynolds, F. Marion Crawford and Marie Corelli were hugely popular in colonial India. Their novels which were historical romances, adventure stories and sensation novels were easily available and were translated and adapted into several Indian languages. Reynolds s Pickwick Abroad () was more popular in India than Dickens s original Pickwick Papers (). 
",1
1127,1128,"In each of the photos, the populations of animals are found in a specific area. Do you think the zebra in Kruger National Park and the zebra in Hluhluwe-Umfolozi game reserve in Zululand are from the same population? Why do you say so? 
",1
1128,1129,"In order to compare the rates of expansion of different solids , the idea of coefficients of expansion is considered . 
",1
1129,1130,"Production of Wootz steel required a highly specialised technique of refining iron. But iron smelting in India was extremely common till the end of the nineteenth century. In Bihar and Central India, in particular, every district had smelters that used local deposits of ore to produce iron which was widely used for the manufacture of implements and tools of daily use. The furnaces were most often built of clay and sun-dried bricks. The smelting was done by men while women worked the bellows, pumping air that kept the charcoal burning. 
",1
1130,1131,"A few sources of energy are listed above. There are many other sources of energy. List them. 
",1
1131,1132,"When the beaker is cold separate crystals of solid substances . 
",1
1132,1133,"It is also called money by order . 
",1
1133,1134,"Activity : Collect the folk song ' Mudal Kunigal Kere ' and try to sing it . 
",1
1134,1135,"The schools sometimes are forced to accept too many students . 
",1
1135,1136,"This Parliament put Charles I to trial and executed him . 
",1
1136,1137,"The Pharynx alimentary canal is formed of mouth aperture , buccal cavity , pharynx and intestine . 
",1
1137,1138,"Sometimes, megaliths contain more than one skeleton. These indicate that people, perhaps belonging to the same family, were buried in the same place though not at the same time. The bodies of those who died later were brought into the grave through the portholes. Stone circles or boulders placed on the surface probably served as signposts to find the burial site, so that people could return to the same place whenever they wanted to. 
",1
1138,1139,"Ghee , butter , fat , oil of fish , fatty meat , yolk of eggs , milk , margarine , vegetables , oil of oil - seeds , mustard , sesame oil , linseed , maize , soybean , nut , coconut are the best examples of fatty food and oil . 
",1
1139,1140,"Can we call these sources of energy? Why or why not? 
",1
1140,1141,"Changes, change in state, duration of day, indicators of change, slow/fast change, temporary/permanent change, natural/man-made change. 
",1
1141,1142,"Many comets are known to appear periodically. One such comet is Halley s comet, which appears after every years. It was last seen in . Can you tell when Halley s comet will be visible again? 
",1
1142,1143,"Harvesting is the cutting of the mature crop manually or by machines. 
",1
1143,1144,"Observe the table carefully, discuss with your teacher and conclude which fertilizer is best to the farmers and why? 
",1
1144,1145,"Usually rusting can be prevented by covering the metal with paints or grease and by applying oil or grease on the rotating parts of the machine . 
",1
1145,1146,"In this way , Amoeba takes the food material inside the body . 
",1
1146,1147,"Producers produce goods according to the demand of the consumers . 
",1
1147,1148,"renewable: a renewable source of energy cannot be used up, such as water, wind, or solar power 
",1
1148,1149,"How could we separate the liquids from the dissolved solid? We could evaporate them, but then they would be lost. What other option is available if we want to separate the components in a solution? Write the name of this process in block . 
",1
1149,1150,"inlet for hard water soft water permutit brine solution outlet for soft water coarse sand and gravel other uses Fig. . : Ion exchange process Zeolite is a mixture of sodium , aluminium and silicates . 
",1
1150,1151,"Fig. . : Liquids take the shape of the containers they are kept in S f Properties of gases : Activity . : Tie a balloon lled with air at one end of a scale and another balloon which is not lled with air at the other end of the same scale . 
",1
1151,1152,"Its composition can be represented by the chemical formula . 
",1
1152,1153,"Make a guess and discuss with your teacher. 
",1
1153,1154,"The outer layer of the pericardium is attached to the sternum and other structures in the chest cavity and helps hold the heart in place . 
",1
1154,1155,"Group of organisms that breed among themselves and produce fertile offsprings make a . 
",1
1155,1156,"Running using bipedal position and turning around the pole . 
",1
1156,1157,"Various aspects to each districts like their uniqueness , their agriculture , industries , tourist places and important personalities are discussed here . 
",1
1157,1158,"By such process now telephonic conversation and television programme are taking place . 
",1
1158,1159,"There is a lot of concern over the use of Mercury in thermometer. Mercury is a toxic substance and is very difficult to dispose of if a thermometer breaks. These days digital thermometers are also available which do not use Mercury. 
",1
1159,1160,"Discuss it and note the inferences in the Science diary . 
",1
1160,1161,"What objects do you think we make out of iron where these properties are desirable? 
",1
1161,1162,"To make a plan how to perform all activities there . 
",1
1162,1163,"It is remarkable to note that the length of the scale and the number of divisions would depend on the nature of the scales to be drawn . 
",1
1163,1164,"Increase of production : As a result of division of labour volume of production increases largely and the prices of commodities come down . 
",1
1164,1165,"The painting by Raju is the outcome of such an experience . 
",1
1165,1166,"b ) Diseases of animals and birds : Some of the diseases caused by bacteria are Tuberculosis of cattle , Cholera of poultry etc . 
",1
1166,1167,"Iodine -- Essential for production of thyroxin hormone . 
",1
1167,1168,"Step II: List the number of atoms of different elements present in the unbalanced equation (.). 
",1
1168,1169,"If young generation is trapped into such unhealthy habits, what will be the future of our country? What are its effects? 
",1
1169,1170,"At present all the paper mills are state - owned . 
",1
1170,1171,"The hindrances and aids to over come these hindrances are discussed below . 
",1
1171,1172,"Such uniform time is based on the central meridian of the country or the meridian on which the most important city is located . 
",1
1172,1173,"(c) copper is a better conductor of heat than the stainless steel. 
",1
1173,1174,"Cambium produces new xylem tissues towards the centre and the phloem tissues towards the periphery . 
",1
1174,1175,"Generally it is in writing , duly stamped and signed by all the partners . 
",1
1175,1176,"At the bottom, you can see some men and women bowing down and worshipping. You can also see the four lions on the gateway. What do you think they signify? 
",1
1176,1177,"Take a cotton carry bag or a jute bag while going for shopping. 
",1
1177,1178,"The government of India banned Salman Rushdie s book Satanic Verses on the ground that it was disrespectful to Prophet Mohammed and was likely to hurt the feelings of Muslim community. 
",1
1178,1179,"A solution which contains comparatively less quantity of solute is called a dilute solution . 
",1
1179,1180,"These unusually fast flows of air are called storms . 
",1
1180,1181,"Railways exist in all the districts excepting the hilly districts of Rangamati , Khagrachhari , Bandarban and the districts of Barisal , Patuakhali and Barguna . 
",1
1181,1182,"What effect did the experiment with sprouted seeds have on the lime water? 
",1
1182,1183,"Have you ever thought about the elements found in our body ? 
",1
1183,1184,"Due to their ability and efficiency they became very famous . 
",1
1184,1185,"Besides being related to a number, a mole has one more advantage over a dozen or a gross. This advantage is that mass of mole of a particular substance is also fixed. 
",1
1185,1186,"Potato Ginger Fig. . b ) Vegetative reproduction : In plants like rose and sugarcane the stem cuttings are used for propagation of the plants . 
",1
1186,1187,"If you close the letter you want to calculate , then you will nd the RHS . 
",1
1187,1188,"Waterways : Waterways include river and ocean routes . 
",1
1188,1189,"Can you think of some more gadgets which work on electricity ? 
",1
1189,1190,"( 10 ) Employment : Starting from fish cultivation to fish catching ; 
",1
1190,1191,"These clothes becomes dirty after using some days and are not suitable for use . 
",1
1191,1192,"The left arm which bent at the elbow , also be parallel to the ground . 
",1
1192,1193,"Note how the intersecting channels on the path create the characteristic chahar bagh design. 
",1
1193,1194,"Na(s) + HO(l) NaOH(aq) + H(g) + heat energy 
",1
1194,1195,"Now take a water filled test tube , hold it inverted over the mouth of the delivery tube and collect the oxygen in the test tube . 
",1
1195,1196,"He was a hero of hundred battles , who bore scars of war on his body . 
",1
1196,1197,"If green light passes through a transparent object, the emerging light is green; similarly if red light passes through a transparent object, the emerging light is red. 
",1
1197,1198,"Asian countries like China and Vietnam and many countries of Africa came under the influence of socialism . 
",1
1198,1199,"This effort of August Comte was strongly supported by Hebert Spencer , Emile Durkheim , Max Weber and others . 
",1
1199,1200,"By using it we know about the earth . 
",1
1200,1201,"We can calculate the cost of using a single appliance by multiplying the power rating by the number of hours and the unit cost of electricity. 
",2
1201,1202,"Employer is also called the owner and the employee is called the worker . 
",2
1202,1203,"Ribonucleic acid (RNA): is important in transferring genetic information from DNA to form proteins. It is found on ribosomes, in the cytoplasm and in the nucleus. 
",2
1203,1204,"Agriculture : The slope of the most parts of the mountainous region is steep , covered with thin - soil layer with infertile soil and forest cover . 
",2
1204,1205,"How waste raw materials can be utilized is described below with examples . 
",2
1205,1206,"In the rainy season , the sky is covered with dense clouds , and heavy rainfall occurs . 
",2
1206,1207,"On the basis of indicators , analyse the description given below and form inferences about immunity to diseases through vaccines . 
",2
1207,1208,"According to the prevailing climate , the continent can be divided into seven climatic zones ( Fig . 58 ) . 
",2
1208,1209,"The heat wave of July that spread panic in the Chicago city raised the air temperature as much as F . 
",2
1209,1210,"Toads are beneficial to human beings as the toads live on a diet of harmful insects . 
",2
1210,1211,"You are probably wondering whether India is the only democratic country in which there is inequality and where the struggle for equality continues to exist. The truth is that in many democratic countries around the world, the issue of equality continues to be the key issue around which communities struggle. So, for example, in the United States of America, the African Americans whose ancestors were the slaves who were brought over from Africa, continue to describe their lives today as largely unequal. This, despite the fact that there was a movement in the late s to push for equal rights for African Americans. Prior to this, African Americans were treated extremely unequally in the United States and denied equality through law. For example, when travelling by bus, they either had to sit at the back of the bus or get up from their seat whenever a white person wished to sit. 
",2
1211,1212,"Can only farmers like you sell in Rythu Bazaars? 
",2
1212,1213,"But we do not like to eat when our appetite becomes satisfied . 
",2
1213,1214,"You must remember the role that the banks play here. But for the banks, there would be no demand deposits and no payments by cheques against these deposits. The modern forms of money currency and deposits are closely linked to the working of the modern banking system. 
",2
1214,1215,"In Minamata Bay of Japan , mercury entered water sources from industries and then into the body of sh . 
",2
1215,1216,"Your descriptions of the careers you are interested in: 
",2
1216,1217,"The velocity is given by the gradient of a position vs. time graph. During the first seconds, this is 
",2
1217,1218,"Ties between members of households loosened, and among the working class the institution of marriage tended to break down. Women of the upper and middle classes in Britain, on the other hand, faced increasingly higher levels of isolation, although their lives were made easier by domestic maids who cooked, cleaned and cared for young children on low wages. 
",2
1218,1219,"Use the Table for your friends and work out how tall they are likely to be. Find out who is likely to be the tallest and who might be the shortest in your class. 
",2
1219,1220,"Based on The Times Atlas of World History, (ed. Geoffrey Barraclough) Hammond Inc, New Jersey, , pp -. 
",2
1220,1221,"This type of behaviour is called accepted behaviour . 
",2
1221,1222,"Electrical appliances which work on Magnetic effect of electric current : Are magnetism and electricity related ? 
",2
1222,1223,"How did these changes affect the life of weavers and other artisans? 
",2
1223,1224,"(a) Building rest houses for tourists in national parks. 
",2
1224,1225,"Which are the fuels that are used in your house for cook - ing ? 
",2
1225,1226,"The retina is covered by a large number of nerve fibres ( optic fibres ) which sensitive to light . 
",2
1226,1227,"This view is known as the Panspermia concept . 
",2
1227,1228,"the Contribution of the Cholas The Cholas had set up an able and efficient administrative system . 
",2
1228,1229,". Explain the nature of the covalent bond using the bond formation in CHCl. 
",2
1229,1230,"About 21 % of the GNP ( Gross National Product ) comes from agriculture . 
",2
1230,1231,"Plants are required to absorb the primary constituents of these chemical substances from the environment . 
",2
1231,1232,"Invention of wheel made their transport easier . 
",2
1232,1233,"( ) Control the body and always lean slightly towards the centre line . 
",2
1233,1234,"In some plants night duration is not at all a reason for flowering. They can flower any time during the year. 
",2
1234,1235,"The moon is a satellite of the earth . 
",2
1235,1236,"It is the duty of the home manager to take proper care of them . 
",2
1236,1237,"Such examples lead some people to conclude that politics and social divisions must not be allowed to mix. They think that it would be best if there are no social divisions in any country. If social divisions do exist in a country, they must never be expressed in politics. 
",2
1237,1238,"and decreasing soil fertility by releasing nitrogen fixed in the soil as nitrogen gas . 
",2
1238,1239,"Fig-: (a) Force applied on a ball at rest. 
",2
1239,1240,"It is an important spice for preparing any Bengali dish . 
",2
1240,1241,"(e) A cold steel spoon is dipped in a cup of hot milk. It transfers heat to its other end by the process of . 
",2
1241,1242,"Earlier Pluto was the th planet of the solar system . 
",2
1242,1243,"An open circuit with two cells, two light bulbs and a switch in series. [ marks] 
",2
1243,1244,". How was the economic development of India visualised in the early decades after Independence? 
",2
1244,1245,"This is a graphical representation of s = ut From this graph we can nd out the distance at which the body is present from its starting point . 
",2
1245,1246,"national commission for Schedule tribes : The National Commission for Schedule Tribes came into existence as per the th amendment to the constitution in the year . 
",2
1246,1247,"The cell works not only to maintain life , but also to maintain the existence of the organism from generation to generation . 
",2
1247,1248,"According to Nurkse , A country is poor because it is poor . 
",2
1248,1249,"NOTE : During the rst four counts ( - ) the leziem and body should swing from left to right and during the second four counts ( - ) . 
",2
1249,1250,"Sources : The one who constructs history is an historian . 
",2
1250,1251,"Analyse the question to determine what is being asked 
",2
1251,1252,"How much is the difference between the income of fifth person and the average income ? 
",2
1252,1253,"As a result day and night occur . 
",2
1253,1254,"In the forest , there are always interesting things to see . 
",2
1254,1255,"How can we explain the term 'boiling point'? 
",2
1255,1256,"We see our face in the mirror everyday. Is this picture in mirror a shadow or an image? How did you decide that? 
",2
1256,1257,"A material which gets decomposed through natural processes, such 
",2
1257,1258,"The garden lizard has ears but no _________ . 
",2
1258,1259,"Bone : Bone is hard , fragile and unflexible skeletal connective tissue . 
",2
1259,1260,"( b ) Fig. . - Examples of matter in solid state Fig. . Close arrangement of molecules in solid TO THINK Sponge is also a solid . 
",2
1260,1261,"Naturally , market economy can not solve the entire problems . 
",2
1261,1262,"The word arbitrary has been used earlier in this book and you ve read what the word means in the Glossary of Chapter . The word sedition has been included in the Glossary of this chapter. Read the Glossary descriptions of both words and then answer the following questions: 
",2
1262,1263,"Hold a north pole and a south pole close together. What do you notice? 
",2
1263,1264,"He passed the Secondary School Certificate Examination from Gopalganj Mission High School . 
",2
1264,1265,"Let us perform an activity to study the flow of blood through arteries. 
",2
1265,1266,"Husk or bran water is also used or a cleansing material . 
",2
1266,1267,"Crops : A variety of crops are grown in Asia . 
",2
1267,1268,"Myopia sight ) , hypermetropia ( long sight ) etc. . 
",2
1268,1269,"What do these concentric circles represent? They represent the magnetic field lines. 
",2
1269,1270,"to keep the nucleoplasm , chromosome and the nucleus distinct from cytoplasm . 
",2
1270,1271,"Can you now tell why a solar eclipse does not occur on every new moon day? 
",2
1271,1272,"The team whose name is called has to chase and catch the other team and join as many of them as possible , while the team whose name has not been called has to turn and run to the restraining line . 
",2
1272,1273,"They were also used for cooking rice , wheat and other grains and cereals . 
",2
1273,1274,"After doing this exercise Laila said, Wow! Now I understand that direction is always relative to something! The same place may be east or south or north or west depending upon from where we are looking at it. 
",2
1274,1275,". A change in temperature. Aquatic organisms are used to a certain range of temperature in the water-body where they live, and a sudden marked change in this temperature would be dangerous for them or affect their breeding. The eggs and larvae of various animals are particularly susceptible to temperature changes. 
",2
